Entry Number,Field Name,Magnitude,RA,Dec,Equinox,TSC No.,TSC Name,RA1950,Dec1950
1228,G_165-19,9.07,13 35 14,+35 58.4 _,1950,,,,
1229,25_C_Vn,"4.9/7.5<1""",13 35 14,+36 32 54,1950,,,,
1230,GD_325,14.0,13 36 02,+48 28 42,2000,,,,
1231,Lal_25224,5.5,13 37 07,+10 59 58,1950,,,,
1232,82_Ursa_Major,5.3,13 37 34,+53 10 24,1950,,,,
1233,AC_70o5824,12.3,13 37 37,+70 32.4 _,1950,,,,
1234,Sigma_1774,6.5,13 38 24,+50 46 15,1950,,,,
1235,83_Ursa_Major,4.8,13 38 50,+54 56 02,1950,,,,
1236,82_Virginis,5.2,13 38 59,-08 27 05,1950,,,,
1237,Amb_4375,6.4,13 39 44,+08 38 28,1950,,,,
1238,84_Virginis,5.6,13 40 32,+03 47 24,1950,,,,
1239,Lal_25135,7.0,13 42 50,+22 45 11,1950,,,,
1240,Lal_25372,8.5,13 43 11,+15 09 42,1950,,,,
1241,Porter_784,6.5,13 43 22,+56 08 04,1950,,,,
1242,Grb_2044,5.7,13 44 06,+41 20 20,1950,,,,
1243,AC_+58o43662,13.9,13 44 15,+57 15.4 _,1950,,,,
1244,Piaz_194,6.5,13 44 28,+06 36 04,1950,,,,
1245,tau_Bootis,4.7,13 44 54,+17 42 18,1950,,,,
1246,eta_Ursa_Major,1.9,13 45 33,+46 43 30,1950,,,,
1247,Sigma_1785,"7.2/7.5<2.""7",13 46 47,+27 13 43,1950,,,,
1248,nu_Bootis,4.3,13 47 03,+16 02 42,1950,,,,
1249,Ambr_4427,5.0,13 49 35,34 41 28,1950,,,,
1250,L_907-37,14.6,13 49 45,-08 46 00,1950,,,,
1251,10_Draconis,4.8,13 49 58,+64 58 10,1950,,,,
1252,GD_159,13.0,13 50 34,+18 33.1 _,1950,,,,
1253,h_1244,6.7,13 51 15,+42 25 48,1950,,,,
1254,86_Ursa_Major,5.6,13 52 00,+53 58 26,1950,,,,
1255,90_Virginis,5.3,13 52 07,-00 15 28,1950,,,,
1256,eta_Bootis,2.8,13 52 18,+18 38 51,1950,,,,
1257,Sigma_1788,"6.5/8.3<2.""8",13 52 20,-07 48 48,1950,,,,
1258,Lal_25653,6.3,13 53 47,+32 16 33,1950,,,,
1259,9_Bootis,5.2,13 54 17,+27 44 11,1950,,,,
1260,10_Bootis,5.4,13 56 18,+21 56 22,1950,,,,
1261,LPM_504,10.0,13 58 30,-02 25.2 _,1950,,,,
1262,R_1027,13.7,13 58 39,+47 56 24,1950,,,,
1263,93_Virginis,4.3,13 59 05,+01 47 08,1950,,,,
1264,Swift_47o_2112,"9.0/9.0<3""",14 00 33,+46 34 48,1950,,,,
1265,ADS_9090,9.9,14 00 33,+46 34.8 _,1950,,,,
1266,Lal_25818,6.4,14 01 04,+11 01 50,1950,,,,
1267,beta_1270,7.8,14 01 14,+08 43 36,1950,,,,
1268,alpha_Draconis,3.6,14 03 02,+64 36 51,1950,,,,
1269,Ambr_4499,5.4,14 05 55,+44 05 29,1950,,,,
1270,13_Bootis,5.4,14 06 25,+49 41 37,1950,,,,
1271,Porter_797,7.5,14 07 00,+10 28 54,1950,,,,
1272,12_Bootis,4.8,14 08 07,+25 19 39,1950,,,,
1273,GD_163,14.0,14 08 16,+32 22.7 _,1950,,,,
1274,4_Ursa_Minor,5.0,14 09 01,+78 05 53,1950,,,,
1275,Lal_26031,4.9,14 09 43,+02 38 37,1950,,,,
1276,HD_124224,4.9,14 10 12,+28 57 03,1950,,,,
1277,LP_439-387,13.7,14 10.1 _,+16 50 _,1950,,,,
1278,kappa_Virginis,4.3,14 11 _,-09 57 _,_,,,,
1279,Grb_2091,5.4,14 11 _,+69 42 00,_,,,,
1280,HD_124752,8.2,14 11 20,+67 49 11,1950,,,,
1281,Sigma_1820,8.5,14 11 21,+55 33 30,+1950,,,,
1282,O_Sigma_279,6.6,14 11 23,+12 13 51,1950,,,,
1283,L_836-84,14.1,14 11 25,-13 20 00,1950,,,,
1284,Porter_802,5.8,14 11 40,+13 11 34,1950,,,,
1285,kappa_Bootis,"4.7/7.2<14""",14 11 40,+52 01 15,1950,,,,
1286,Sigma_1816,"6.8/7.1<1.""3",14 11 41,29 20 17,1950,,,,
1287,Sigma_1819,"7.9/8.0<1.""5",14 12 48,+03 21 44,1950,,,,
1288,15_Bootis,5.4,14 13 _,+10 24 _,_,,,,
1289,alpha_Bootis,0.2,14 13 22,+19 26 30,1950,,,,
1290,R992,12.9,14 13.4 _,+45 15 _,1950,,,,
,,,,,,,,,
1292,lambda_Bootis,4.4,14 14 29,+46 19 01,1950,,,,
1293,99_Virginis,4.2,14 15 _,-05 24 00,_,,,,
1294,A_Bootis,4.8,14 16 _,+35 42 00,_,,,,
1295,18_Bootis,5.3,14 16 31,+13 14 02,1950,,,,
1296,Porter_810,7.6,14 17 00,-04 49 47,1950,,,,
1297,20_Bootis,5.0,14 18 _,+16 30 _,_,,,,
1298,G124-26,15.7,14 18 16,-08 51.5 _,1950,,,,
1299,Sigma_1834,"7.1/7.2<0.""6",14 18 27,+48 44 07,1950,,,,
1300,Lal_26294,8.6,14 19 48,+29 51 40,1950,,,,
1301,Lal_26289,6.4,14 20 41,+01 28 29,1950,,,,
1302,Sigma_1835,"5.1/7.0<6""",14 20 55,+08 40 23,1950,,,,
1303,Lal_26315,5.1,14 21 41,+06 02 45,1950,,,,
1304,Lal_26325,6.2,14 21 51,+08 18 43,1950,,,,
1305,GD_165,14.5,14 22 12,+09 30.9 _,1950,,,,
1306,24o2733,"9.5/9.6<45""",14 23 24,+23 51 25,1950,,,,
1307,theta_Bootis,4.1,14 23 29,+52 04 52,1950,,,,
1308,22_Bootis,5.4,14 24 18,+19 48 13,1950,,,,
1309,phi_Virginis,"5.0/9.3<4""",14 25 37,-02 00 17,1950,,,,
1310,Gr_2116,6.4,14 26 38,+42 01 14,1950,,,,
1311,24_Bootis,5.7,14 26 53,+50 04 04,1950,,,,
1312,5_Ursa_Minor,4.4,14 27 36,+75 55 06,1950,,,,
1313,Ci(20)_868,8.6,14 28 42,+35 40.3 _,1950,,,,
1314,rho_Bootis,3.8,14 29 40,+30 35 23,1950,,,,
1315,gamma_Bootis,3.0,14 29 46,+38 11 08,1950,,,,
1316,A_570,6.2,14 30 07,+26 53 50,1950,,,,
1317,Cin_1913,8.9,14 31 08,+09 33 38,1950,,,,
1318,-11o3759,11.5,14 31 36,-12 18 _,1950,,,,
1319,sigma_Bootis,4.5,14 32 30,+29 57 40,1950,,,,
1320,Grb_2131,6.2,14 32 45,+57 17 12,1950,,,,
1321,34o2541,9.3,14 32 54,+33 58 _,1950,,,,
1322,G135-66,12.8,14 34 _,+12 24 00,_,,,,
1323,Porter_829,7.5,14 34 18,-04 03 45,1950,,,,
1324,Porter_828,6.2,14 34 19,-12 05 38,1950,,,,
1325,BD_-11o3759,11.36,14 34 28,-12 31 12,2000,,,,
,,,,,,,,,
1327,LP98-132,13.3,14 35 25,+58 34.2 _,1950,,,,
1328,33_Bootis,5.4,14 36 58,+44 37 10,1950,,,,
1329,+22o2731,6.1,14 38 05,+22 11 20,1950,,,,
1330,pi_Bootis,"4.9/5.8<7""",14 38 22,+16 37 53,1950,,,,
1331,pi_Bootis,"4.4/4.8<1""",14 38 45,+13 56 30,1950,,,,
1332,32_Bootis,5.,14 39 19,+11 52 28,1950,,,,
1333,Sigma_1871,"7.0/7.0<1.""8",14 39 56,+51 36 37,1950,,,,
1334,HD_129132,_,14 40 _,+22 22 _,2000,,,,
1335,Hu_575,10.0,14 40 09,+19 43.1 _,1950,,,,
1336,mu_Virginis,3.9,14 40 25,-5 26 31,1950,,,,
1337,Sigma_1878,6.2,14 40 48,+61 28 28,1950,,,,
1338,6o2932,_,14 40 54,+06 02 _,1950,,,,
1339,34_Bootis,4.9,14 41 13,+26 44 22,1950,,,,
1340,epsilon_Bootis,2.7,14 42 48,+27 17 02,1950,,,,
1341,35_Bootis,4.7,14 42 54,+17 10 29,1950,,,,
1342,109_Virginis,3.8,14 43 43,+02 06 08,1950,,,,
1343,W2_14h847,9.3,14 44 03,+16 43 06,1950,,,,
1344,Sigma_1879,"7.8/8.8<0.""9",14 45 _,+09 48 00,1975,,,,
1345,Sigma_1884,6.0,14 46 10,+24 34 23,1950,,,,
1346,Ambr_4695,6.4,14 46 08,+38 00 58,1950,,,,
1347,Grb_2152,6.0,14 47 09,+38 00 59,1950,,,,
1348,alpha_Lib,"5.33/2.90<231""",14 47 54,-15 47 26,1950,,,,
1349,39_Bootis,6.1,14 47 59,+48 55 31,1950,,,,
1350,Lal_27055,5.8,14 48 01,+24 07 02,1950,,,,
1351,L_1126-68,15.0,14 48 24,+07 46.2 _,1950,,,,
1352,11_Librae,5.0,14 48 25,-02 05 31,1950,,,,
1353,Lal_27083,5.5,14 48 31,+37 28 24,1950,,,,
1354,H_2752,"7.5/10<6""",14 49 _,+44 56 _,_,,,,
1355,xi_Bootis,"4.8/6.6<2""",14 49 04,+19 18 26,1950,,,,
1356,beta_Ursa_Minor,2.2,14. 49 50,+17 59 06,1950,,,,
1357,G136-26,14.1,14 50 07,+07 09.9 _,1950,,,,
1358,Ambr_4716,6.2,14 51 07,+19 21 10,1950,,,,
1359,Lal_27155,8.8,14 51 31,+23 32 54,1950,,,,
1360,G136-28,10.2,+14 52 08,+16 18.3 _,1950,,,,
1361,Gr_2196,5.7,14 53 34,+82 43 07,1950,,,,
1362,G224-32,8.6,14 53 44,+53 52.7 _,1950,,,,
1363,Fed_2544,7.9,14 53 46,+53 52 30,1950,,,,
1364,16_Librae,4.6,14 54 34,-04 08 38,1950,,,,
1365,Amb_4740,5.2,14 54 43,+49 49 56,1950,,,,
1366,LP_98-328,14.9,14 54.8 _,+57 11 39,1950,,,,
,,,,,,,,,
1368,beta_1085,"6.0/13.2<9.""3",14 56 16,-04 47 20,1950,,,,
1369,Ambr_4749,4.9,14 56 46,+66 07 51,1950,,,,
1370,Lal_27331,7.6,14 58 _,+08 50 _,_,,,,
1371,omega_Bootis,4.9,14 59 55,+25 12 16,1950,,,,
1372,beta_Bootis,3.6,15 00 03,+40 35 12,1950,,,,
1373,110_Virginis,4.6,15 00 22,+02 17 10,1950,,,,
1374,delta_Librae,4.8,15 01 08,-08 05 12,1950,,,,
1375,44_Bootis,"5.3/6.1<3""",15 02 08,+47 50 52,1950,,,,
1376,43_Bootis,4.7,15 02 18,+27 08 29,1950,,,,
1377,+6o2986,10.2,15 02 26,+05 50 12,1950,,,,
1378,57_Bootis,5.6,15 03 46,+48 20 35,1950,,,,
1379,Ambr_4785,5.2,15 04 50,+54 44 52,1950,,,,
1380,45_Bootis,5.2,15 05 06,+25 03 45,1950,,,,
1381,Porter_864,9.0,15 05 15,+25 07 12,1950,,,,
1382,Lal_27558,8.7,15 05 22,+09 04 18,1950,,,,
1383,Ci_2018-19,9.7,15 07 28,-16 08 27,1950,,,,
1384,Sigma_1919,"6.1/7.0<24""",15 10 29,+19 28 05,1950,,,,
1385,Lal_27742,"7.0/7.5<24""",15 10 29,+19 28 06,1950,,,,
1386,A_691,6.7,15 11 20,-01 09 31,1950,,,,
1387,chi_Bootis,5.3,15 12 23,+29 20 55,1950,,,,
1388,3_Serpentis,5.4,15 12 42,+05 07 25,1950,,,,
1389,4_Serpentis,5.6,15 13 16,+00 33 21,1950,,,,
1390,delta_Bootis,3.5,15 13 29,+33 30 00,1950,,,,
1391,Porter_870,5.2,15 14 03,+67 32 10,1950,,,,
1392,Sigma_1932,"7.1/7.6<0.""8",15 16 11,+27 01 14,1950,,,,
1393,phi_Serpentis,"5.2/10.0<11""",15 16 46,+01 57 11,1950,,,,
1394,5_Serpentis,5.2,15 16 45,+01 57 11,1950,,,,
1395,-7o4003,10.7,15 16 50,-07 32 24,1950,,,,
1396,Lal_27958,8.1,15 16 51,+25 52 26,1950,,,,
1397,11_Ursa_Minor,5.1,15 17 07,+72 00 18,1950,,,,
1398,Porter_872,7.5,15 17 18,-08 28 43,1950,,,,
1399,omicron_Coronae,5.6,15 18 04,+29 47 46,1950,,,,
1400,Lal_27957,6.5,15 18 12,-02 13 54,1950,,,,
1401,6_Serpentis,5.5,15 18 29,-00 53 45,1950,,,,
,,,,,,,,,
1403,50_Bootis,5.4,15 19 48,+33 06 42,1950,,,,
1404,gamma_Ursa_Minor,3.1,15 20 47,72 00 42,1950,,,,
1405,eta_C_Bor,"5.6/6.1<0.""6",15 21 08,+30 28 02,1950,,,,
1406,epsilon_Librae,5.1,15 21 29,-10 08 38,1950,,,,
1407,Rad_3381,5.8,15 21 47,+63 31 09,1950,,,,
1408,mu_Bootis,4.5,15 22 36,+37 33 05,1950,,,,
1409,Grb_2234,7.4,15 23 18,+60 43 20,1950,,,,
,,,,,,,,,
1411,iota_Draconis,3.5,15 23 48,+59 08 25,1950,,,,
1412,O_Sigma_296,"7.0/8.6<1.""7",15 24 43,+44 10 40,1950,,,,
1413,Lal_28165,"6.8/8.1<52""",15 25 27,-09 10 15,1950,,,,
1414,beta_Cor_Bor,3.7,15 25 45,+29 16 36,1950,,,,
1415,5Y2_3496,14,15 25 58,+16 53 36,1950,,,,
1416,10_Serpentis,5.1,15 26 06,+02 00 51,1950,,,,
1417,Lal_28358,6.9,15 27 43,+57 36 49,1950,,,,
1418,52_Bootis,5.2,15 29 07,+41 00 08,1950,,,,
1419,53_Bootis,5.0,15 29 59,+41 04 05,1950,,,,
1420,theta_Coronae,4.2,15 30 54,+31 31 36,1950,,,,
1421,37_Librae,4.8,15 31 26,-09 53 40,1950,,,,
1422,Grb_2275,"6.5/7.4<31""",15 31 32,+80 36 57,1950,,,,
1423,delta_Serpentis,"4.2/5.2<2.""7",15 32 24,+10 42 12,1950,,,,
1424,alpha_Cor_Bor,2.3,15 32 34,+26 52 54,1950,,,,
1425,theta_Ursa_Minor,5.3,15 32 51,+77 30 59,1950,,,,
1426,R_513,12.0,15 33 07,+17 52.8 _,1950,,,,
1427,mu_Cor_Bor,5.4,15 33 24,+39 10 29,1950,,,,
1428,16_Serpentis,5.4,15 34 05,+10 10 33,1950,,,,
1429,O_Simga_298,6.8,15 34 09,+39 59 41,1950,,,,
1430,Pi_136,5.9,15 34 32,+84 59 40,1950,,,,
1431,Porter_891,7.0,15 35 35,+10 24 27,1950,,,,
1432,phi_Bootis,5.4,15 36 01,+40 30 54,1950,,,,
1433,Lal_28600,5.8,15 36 40,+46 57 41,1950,,,,
1434,zeta_Coronae,"5.1/6.0<6""",15 37 29,+36 47 52,1950,,,,
1435,iota_Serpentis,4.5,15 39 19,+19 49 48,1950,,,,
1436,chi_Serpentis,5.3,15 39 26,+13 00 23,1950,,,,
1437,22_Serpentis,5.8,15 39 39,+18 37 19,1950,,,,
1438,Lal_28607,7.3,15 40 22,-10 53 50,1950,,,,
1439,gamma_C_Bor,7.0,15 40 38,+26 27 10,1950,,,,
1440,gamma_Coronae,4.0,15 40 38,+26 27 10,1950,,,,
1441,Ambr_4972,5.5,15 41 29,+52 31 04,1950,,,,
1442,23_Serpentis,_,15 41 30,+02 40 26,1950,,,,
1443,alpha_Serpentis,2.8,15 41 48,+06 34 53,1950,,,,
1444,GRW_+76o5388,13.4,15 42 18,+76 09.4 _,1950,,,,
1445,Porter_899,7.3,15 43 02,+53 08 19,1950,,,,
,,,,,,,,,
1447,beta_Serpentis,"3.7/9.2<30""",15 43 52,+15 34 36,1950,,,,
1448,lambda_Serpentis,4.6,15 44 00,+07 30 30,1950,,,,
1449,G_180-5,14.5,15 44 20,+39 23.5 _,1950,,,,
1450,zeta_Ursa_Minor,4.3,15 44 47,+77 56 57,1950,,,,
1451,Porter_900,7.9,15 45 38,+01 43 37,1950,,,,
1452,zeta_Ursa_Minor,_,15 45 47,+77 56 57,1950,,,,
1453,Ambr_5001,5.1,15 45 53,+62 45 12,1950,,,,
1454,kappa_Cor_Bor,5.0,15 46 29,+18 17 40,1950,,,,
1455,kappa_Serpentis,4.3,15 46 29,+18 17 40,1950,,,,
1456,R_Cor_B(var),5.8-13,15 46 30,+28 18 32,1950,,,,
1457,mu_Serpentis,3.6,15 47 00,-03 17 43,1950,,,,
1458,delta_Cor_Bor,4.8,15 47 29,+26 13 12,1950,,,,
1459,34_Serpentis,5.3,15 47 45,+02 20 51,1950,,,,
1460,epsilon_Serpentis,3.8,15 48 19,+04 37 36,1950,,,,
1461,36_Serpentis,5.2,15 48 39,-06 56 26,1950,,,,
1462,rho_Serpentis,4.9,15 49 04,+21 07 36,1950,,,,
1463,ST_Herculis(var),6.8-8.5,15 50 _,+48 33 _,2000,,,,
,,,,,,,,,
1465,chi_Herculis,4.6,15 50 56,+42 35 25,1950,,,,
1466,Pi_212,5.8,15 52 22,+20 27 23,1950,,,,
1467,lambda_Cor_Bor,5.5,15 53 58,+38 05 24,1950,,,,
1468,gamma_Serpentis,4.0,15 54 08,+15 49 24,1950,,,,
1469,48_Li_B,4.68,15 55 23,-14 08 12,1950,,,,
1470,epsilon_Cor_Bor,4.2,15 55 30,+27 01 17,1950,,,,
1471,Sigma_3101,8.0,15 56 17,-02 55 55,1950,,,,
1472,WB_1323,8.1,15 56 32,+27 52 40,1950,,,,
1473,Grb_2296,5.0,15 56 36,+54 53 24,1950,,,,
1474,5_Herculis,5.3,15 58 59,+17 57 18,1950,,,,
1475,14_Cor_Bor,4.9,15 59 26,+29 59 23,1950,,,,
1476,R_808,14.1,15 59 36,+36 57 _,1950,,,,
1477,pi_Serpentis,4.8,16 00 08,+22 56 30,1950,,,,
1478,Grb_2305,6.8,16 00 13,+39 17 26,1950,,,,
1479,23_Ophiuchi,5.4,16 00 55,-06 04 26,1950,,,,
1480,theta_Draconis,4.1,16 00 57,+58 41 53,1950,,,,
1481,Lal_29307,7.1,16 00 59,+25 22 52,1950,,,,
1482,Sigma_1998,"4.9/5.2<1""",16 01 36,-11 14 12,1950,,,,
1483,xi_Scorpii,"4.8/5.1<1.""2",16 01 36,-11 14 12,1950,,,,
1484,Porter_913,8.5,16 03 33,+10 49 11,1950,,,,
1485,kappa_Herculis,"5.3/6.5<31.""",16 04 _,+17 16 _,_,,,,
1486,58o1611,"8.2/11<0.""8",16 04 22,+58 18 00,1950,,,,
1487,Porter_916,8.6,16 04 41,+38 46 22,1950,,,,
1488,Lal_29641,5.4,16 06 10,+67 56 30,1950,,,,
1489,Lal_29437,6.0,16 06 43,+06 31 10,1950,,,,
1490,tau_Cor_Bor,5.0,16 07 08,+36 37 00,1950,,,,
1491,phi_Herc,4.3,16 07 11,+45 03 53,1950,,,,
1492,16_Scorpii,5.5,16 08 25,-08 25 12,1950,,,,
1493,14_Herculis,6.5,16 08 46,+43 57 02,1950,,,,
1494,G138-8,14.3,16 09 06,+13 30.3 _,1950,,,,
1495,psi_Scorpii,4.9,16 09 15,-09 56 10,1950,,,,
1496,Sigma_2025,"7.7/10.9<3""",16 09 43,+47 41 14,1950,,,,
1497,C2A,13.6,16 10 18,+42 10 00,1950,,,,
1498,49_Serpentis,"6.7/6.9<4""",16 10 58,+13 39 35,1950,,,,
1499,chi_Scorpii,5.5,16 11 04,-11 42 42,1950,,,,
1500,Porter_921,7.5,16 11 04,+39 28 56,1950,,,,
1501,delta_Ophiuchi,3.0,16 11 43,-03 34 01,1950,,,,
1502,sigma_Coronae,"5.0/6.1<5""",16 12 48,+33 59 02,1950,,,,
1503,LTT_14824,13.6,16 12 50,+06 44 12,2000,,,,
1504,16_Herc,5.9,16 13 16,+18 55 59,1950,,,,
1505,L_770-3,12.0,16 15 05,-15 28.5 _,1950,,,,
1506,epsilon_Ophiuchi,3.3,16 15 40,-04 34 19,1950,,,,
1507,18_Scorpii,5.6,16 15 54,-08 14 20,1950,,,,
1508,AO_16069,7.6,16 16 10,+60 47 14,1950,,,,
1509,Porter_929,8.9,16 16 36,+67 21 31,1950,,,,
1510,Lal_29752,6.9,16 16 49,+31 55 15,1950,,,,
1511,Fed_2762,7.8,16 18 10,+71 03 24,1950,,,,
1512,Gr_2328,5.5,16 18 12,+39 49 37,1950,,,,
1513,eta_Ursa_Minor,5.0,16 18 56,+75 52 16,1950,,,,
1514,sigma_Serpentis,5.0,16 19 31,+01 08 42,1950,,,,
1515,gamma_Herc,"3.8/9.0<40""",16 19 42,+19 16 09,1950,,,,
1516,Sco_X-1,13.0,16 19 55,-15 38 24,2000,,,,
1517,xi_Cor_Bor,5.0,16 20 08,+31 00 24,1950,,,,
1518,21_Cor_Bor,5.3,16 20 36,+33 49 07,1950,,,,
1519,Grb_2347,5.4,16 21 54,+69 13 30,1950,,,,
1520,Gron_20,10.3,16 22 39,+48 28 24,1950,,,,
,,,,,,,,,
1522,Lal_29859,8.1,16 22 52,+17 34 47,1950,,,,
1523,omega_Herculis,4.5,16 23 06,+14 08 48,1950,,,,
1524,eta_Draconis,2.9,16 23 18,+61 37 36,1950,,,,
1525,48o2398,_,16 23 45,+48 20 30,1950,,,,
1526,17_G_Oph,5.4,16 24 02,-07 29 07,1950,,,,
1527,nu_Ophiuchi,4.7,16 25 05,-08 15 41,1950,,,,
1528,G_138-31,15.7,16 25 30,+09 19.2 _,1950,,,,
1529,WB_394,5.5,16 26 00,+00 46 31,1950,,,,
1530,Sigma_2052,7.0,16 26 41,+18 31 04,1950,,,,
1531,Ross_640,13.2,16 26 48,+36 52 _,1950,,,,
1532,30_Herculis(var),5.0,16 26 59,+41 59 26,1950,,,,
1533,Wolf_1061,9.8,16 27 31,-12 32.6 _,1950,,,,
1534,Lal_30044,7.5,16 28 01,+04 18 18,1950,,,,
1535,beta_Herculis,2.8,16 28 04,+21 35 49,1950,,,,
1536,lambda_Ophiuchi,"4.0/6.0<0.5""",16 28 23,+02 05 30,1950,,,,
1537,s_Herculis,5.3,16 29 23,+20 35 13,1950,,,,
1538,Gr_2354,7.0,16 28 50,+48 03 46,1950,,,,
1539,beta_Herculis,_,16 30 _,+21 40 _,2000,,,,
1540,15_Draconis,5.0,16 30 04,+68 52 35,1950,,,,
1541,29_Herculis,4.9,16 30 15,+11 35 38,1950,,,,
1542,Wolf_1061,10.12,16 30 18,-12 39 42,2000,,,,
1543,sigma_Herculis,4.5,16 32 29,+42 32 20,1950,,,,
1544,32_Ophiuchi,5.1,16 32 45,+68 08 24,1950,,,,
1545,Porter_942,8.5,16 32 59,+08 55 16,1950,,,,
1546,LP_101-15,15.0,16 33 27,+57 15.2 _,1950,,,,
1547,Pi_16_182,5.5,16 33 28,+79 04 20,1950,,,,
1548,12_Ophiuchi,6.0,16 33 43,-02 13 10,1950,,,,
1549,zeta_Ophiuchi,2.7,16 34 24,-10 28 03,1950,,,,
1550,Lal_30271,7.0,16 34 29,+31 02 54,1950,,,,
1551,#17_Draconi,"5.6/6.6<3"".5",16 35 00,+52 59 59,1950,,,,
1552,#G_138-46,15.1,16 35 10,+13 47.0 _,1950,,,,
1553,Pi_195,6.4,16 36 46,+77 32 50,1950,,,,
1554,Gr_2369,5.4,16 36 59,+56 06 45,1950,,,,
1555,42_Herculis,5.1,16 37 23,+49 01 31,1950,,,,
1556,#m_Herculis,"6.1/7.2<70""",16 38 06,+04 18 11,1950,,,,
1557,#Porter_946,7.1,16 38 31,-02 45 20,1950,,,,
1558,14_Ophiuchi,5.9,16 39 10,+01 16 30,1950,,,,
1559,G_138-56,15.7,16 39 20,+15 18.6 _,1950,,,,
1560,zeta_Herculis,3.0/6.0,16 39 24,+31 41 31,1950,,,,
1561,18_Draconi,5.0,16 40 33,+64 41 00,1950,,,,
1562,GD_356,15.0,16 40 57,+53 41 00,2000,,,,
1563,eta_Herculis,3.6,16 41 10,+39 00 58,1950,,,,
1564,Sigma_2094,"7.3/7.6<1.""4",16 42 04,+23 36 30,1950,,,,
1565,43o2639,"9.0/9.1<"".9",16 42 23,+43 34 03,1950,,,,
1566,Lal_30699,7.6,16 42 44,+68 11 18,1950,,,,
1567,WB_1259,8.6,16 43 14,+33 35 39,1950,,,,
1568,BD_33_2777,9.5,16 43 15,+33 37 30,1950,,,,
1569,43_Herculis,5.4,16 43 25,+08 40 20,1950,,,,
1570,41_Herculis,6.5,16 43 34,+06 10 57,1950,,,,
1571,Gr_2377,4.9,16 44 20,+56 52 14,1950,,,,
1572,77o634,"7.0/10.3""",16 45 17,+77 36 05,1950,,,,
1573,45_Herculis,5.3,16 45 18,+05 20 05,1950,,,,
1574,20_Ophiuchis,4.7,16 46 04,-10 41 47,1950,,,,
1575,#Porter_955,9.2,16 46 50,+37 06 16,1950,,,,
1576,G_226-29,12.7,16 47 38,+59 08.7 _,1950,,,,
1577,Sigma_2106,6.7,16 48 44,+09 29 22,1950,,,,
1578,52_Herculis,4.9,16 48 46,+46 04 10,1950,,,,
1579,51_Herculis,5.2,16 49 40,+24 44 21,1950,,,,
1580,Grb_2391,6.0,16 50 19,+77 36 05,1950,,,,
1581,Lal_30694,7.5,16 50 27,+00 04 32,1950,,,,
1582,Lal_30800,5.5,16 50 46,+21 02 15,1950,,,,
1583,21_Ophiuchis,5.5,16 50 53,+01 17 59,1950,,,,
1584,Porter_959,9.2,16 51 _,-08 11 _,1950,,,,
1585,LTT_14983,13.5,16 51 02,+15 51 42,2000,,,,
1586,iota_Ophiuchis,4.3,16 51 38,+10 14 46,1950,,,,
1587,Gr_2389,7.0,16 51 57,+42 54 36,1950,,,,
1588,Sigma_3106,"8.5/8.5<2.""5",16 53 _,-05 6 00,1950,,,,
1589,54_Herculis,5.4,16 53 10,+18 30 42,1950,,,,
1590,L988-42,13.7,16 54 26,-04 16.1 _,1950,,,,
1591,kappa_Ophiuchis,3.4,16 55 17,+09 27 04,1950,,,,
1592,Wolf_629,11.70,16 55 25,-08 19 24,2000,,,,
1593,W1_16H_906A/B,9.0,16 55 28,-08 20 12,2000,,,,
1594,19_Draconis,5.0,16 55 44,+65 12 39,1950,,,,
1595,Lal_30999,7.0,16 56 16,+62 10 45,1950,,,,
1596,Herc_X-1(var),13.0,16 57 50,+35 20 30,2000,,,,
1597,Lal_30903,6.9,16 58 21,-13 29 25,1950,,,,
1598,epsilon_Herculis,4.2,16 58 22,+30 59 55,1950,,,,
1599,30_Ophiuchis,5.0,16 58 25,-04 08 58,1950,,,,
1600,19_Draconis,4.8,16 58 45,+65 12 39,1950,,,,
1601,epsilon_Ursa_Minor,4.4,16 58 51,+82 07 21,1950,,,,
1602,LTT_15023,13.4,16 59 12,+34 51 24,2000,,,,
1603,59_Herculis,5.3,16 59 45,+33 38 21,1950,,,,
1604,Lal_31041,6.0,17 00 16,+25 34 29,1950,,,,
1605,Lal_31039,6.5,17 00 54,+14 34 60,1950,,,,
1606,Lal_31132,6.5,17 01 12,+47 08 23,1950,,,,
1607,Sigma_2128,"8.0/9.2<12""",17 02 _,+59 41 _,1950,,,,
1608,G170-12,13,17 02 08,+17 00.6 _,1950,,,,
1609,Porter_969,7.9,17 02 27,-04 58 59,1950,,,,
1610,Wolf_636,10.0,17 02 37,-05 00.8 _,1950,,,,
1611,Sigma_2128,9.2,17 02 37,+59 39 01,1950,,,,
1612,Lal_31065,_,17 02 43,+00 46 27,1950,,,,
1613,60_Herculis,4.9,17 03 03,+12 48 28,1950,,,,
1614,Lal_31160,5.7,17 04 11,+22 09 01,1950,,,,
1615,G170-17,11,17 05 01,+21 37.1 _,1950,,,,
1616,G139-13,15.2,17 05 37,+03 01.6 _,1950,,,,
1617,Lal_31188,5.6,17 07 02,-10 27 35,1950,,,,
1618,WB_101,8.3,17 08 34,+24 35 22,1950,,,,
1619,22_Draconis,3.2,17 08 38,+65 46 33,1950,,,,
1620,54o1861,"8.9<25""",17 09.1 _,+54 33 _,1950,,,,
1621,O_Sigma_325,"7.2/9.1<1.""1",17 10 34,+07 48 26,1950,,,,
